#project,sha,module,test,polluter,time_of_phase_0,time_of_phase_1,time_of_phase_2,time_of_phase_3,time_of_phase_4(before),time_of_phase_4(after),time_of_phase_5,time_of_phase_diffFieldAfter,polluted_field,num_of_all_fields,num_of_roots,num_of_diffFields
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.ui.graph.boundary.GraphCreatorTest.testBuildJSONNodes,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,23.781,2.045,2.081,0,1.644,0,1.43,4.288,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.ui.graph.control.DescriptionTest.testGenerateDescription,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.46,0.566,0.86,0,0.794,0,0.631,2.424,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.ui.graph.control.DescriptionTest.testGenerateDescription2,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.711,0.596,0.937,0,0.871,0,0.658,2.401,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
tools4j/unix4j,367da7d262e682a08577cdf19ebbbdd8a46870fe,unix4j-core/unix4j-command,org.unix4j.unix.FindFileTimeDependentTest.find_fileCreatedBeforeNow,org.unix4j.unix.FindFileTimeDependentTest.find_fileCreatedAfterTime,2.693,0.54,2.958,0,4.277,0,0.797,3.703,FAIL,1477,1477,2
undertow-io/undertow,d0efffad5d2034bb07525cac9b299dac72c3045d,websockets-jsr,io.undertow.websockets.jsr.test.annotated.AnnotatedEndpointTest.testCloseReason,io.undertow.websockets.jsr.test.annotated.AnnotatedEndpointTest.testErrorHandling,2.595,1.032,0,17.996,9.405,0,4.182,33.923,io.undertow.websockets.jsr.test.annotated.AnnotatedClientEndpoint.MESSAGES,2133,2133,23
vaadin/flow,26aacd3cdf51c7e0a18ae21318d366ce7f91be8a,flow-polymer-template,com.vaadin.flow.component.polymertemplate.NpmTemplateParserTest.should_FindCorrectDataInStats,com.vaadin.flow.component.polymertemplate.NpmTemplateParserTest.hierarchicalTemplate_templateHasChild_childHasCorrectPosition,2.129,0.802,19.07,0,19.021,0,2.265,7.6,com.vaadin.flow.component.polymertemplate.NpmTemplateParser.INSTANCE,821,821,7
vmware/admiral,e4b02936cc7d4ff2714e7231db0c4373ba5d48a2,request,com.vmware.admiral.request.kubernetes.RequestBrokerKubernetesServiceTest.testRequestStateHasK8sInfo,com.vmware.admiral.request.kubernetes.RequestBrokerKubernetesServiceTest.testRequestLifeCycleOnSpecificGroupPlacement,404.855,5.989,0,2284.969,922.792,0,931.496,27933.528,com.vmware.admiral.service.kubernetes.test.MockKubernetesApplicationAdapterService.CREATED_DEPLOYMENT_STATES,6980,6980,120
wikidata/wikidata-toolkit,20de6f7f12319f54eb962ff6e8357b3f5695d54d,wdtk-util,org.wikidata.wdtk.util.DirectoryManagerFactoryTest.createDefaultDirectoryManagerPath,org.wikidata.wdtk.util.DirectoryManagerFactoryTest.createDirectoryManagerNoConstructor,1.483,0.545,0.894,0,0.972,0,0.852,2.5,org.wikidata.wdtk.util.DirectoryManagerFactory.dmClass,29,29,3
wikidata/wikidata-toolkit,20de6f7f12319f54eb962ff6e8357b3f5695d54d,wdtk-util,org.wikidata.wdtk.util.DirectoryManagerFactoryTest.createDirectoryManagerIoException,org.wikidata.wdtk.util.DirectoryManagerFactoryTest.createDirectoryManagerNoConstructor,1.883,0.65,0.963,0,1.002,0,0.771,2.648,org.wikidata.wdtk.util.DirectoryManagerFactory.dmClass,29,29,3
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.InitialContextFactoryTestCase.testInitialFactory,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.289,0.632,3.625,0,5.79,0,0.991,19.649,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.InitialContextFactoryTestCase.testJavaContext,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,1.932,0.611,3.682,0,5.677,0,0.982,19.411,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.InitialContextTestCase.testRegisterURLSchemeHandler,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.351,0.706,6.082,0,5.601,0,1.02,21.205,FAIL,623,623,17
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testBind,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,31.022,1.312,6.023,0,1.678,12.198,2.092,31.104,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testBindReferenceable,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,37.796,1.842,11.949,0,1.664,11.483,1.975,33.19,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testCreateSubcontext,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,29.264,1.386,10.094,0,1.803,8.943,2.073,35.815,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testList,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,30.687,1.202,5.553,0,1.742,10.98,2.068,34.512,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testListBindings,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.011,0.804,3.411,0,1.014,6.027,1.172,20.255,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testListBindingsNameNotFound,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,33.289,1.239,5.561,0,1.527,9.477,1.845,34.665,FAIL,623,623,17
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testListBindingsWithContinuation,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,30.86,1.399,8.829,0,1.94,11.199,1.989,30.4,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testListNameNotFound,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,33.42,1.275,8.89,0,2.115,12.744,2.336,34.782,FAIL,623,623,17
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testListWithContinuation,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,29.423,1.345,5.975,0,1.98,8.238,2.026,32.612,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookup,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,27.35,1.186,5.16,0,1.663,9.03,1.978,33.017,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookupContextLink,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,30.751,1.058,5.046,0,1.54,10.641,2.194,32.052,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookupEmptyName,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,30.218,1.443,5.747,0,1.765,15.504,1.967,29.274,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookupLink,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,32.618,1.334,9.179,0,1.72,11.412,1.969,30.778,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookupNameNotFound,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,29.89,1.297,6.025,0,1.757,12.156,2.046,36.341,FAIL,623,623,17
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookupReference,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,28.019,1.277,6.274,0,1.851,11.882,2.054,33.094,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookupWithContinuation,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,29.764,1.219,5.662,0,1.532,8.476,1.803,36.346,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testLookupWitResolveResult,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,31.429,1.282,7.605,0,1.679,9.565,1.772,32.703,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testRebind,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,31.47,1.197,5.231,0,1.744,9.51,1.951,31.534,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testRebindReferenceable,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,30.232,1.349,6.094,0,1.737,12.774,1.929,35.113,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingContextTestCase.testUnbind,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,28.319,1.138,5.502,0,1.944,20.274,2.137,36.638,FAIL,623,623,17
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingEventCoordinatorTestCase.testFireAllEvent,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.081,0.647,4.651,0,6.253,0,2.522,23.758,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingEventCoordinatorTestCase.testFireMultiLevelEvent,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.122,0.791,4.106,0,5.537,0,2.481,22.24,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingEventCoordinatorTestCase.testFireObjectEvent,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.013,0.635,4.109,0,5.354,0,2.244,21.899,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingEventCoordinatorTestCase.testFireOneLevelEvent,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.052,0.639,3.831,0,5.746,0,2.433,21.703,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.NamingEventCoordinatorTestCase.testFireSubTreeEvent,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.082,0.744,4.004,0,5.649,0,2.476,21.524,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.ObjectFactoryTestCase.testBindAndRetrieveObjectFactoryFromInitialContext,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,29.012,1.398,5.192,0,1.596,7.945,1.95,34.605,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.ObjectFactoryTestCase.testBindAndRetrieveObjectFactoryFromNamingContext,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.13,0.786,3.102,0,1.045,5.732,0.951,18.818,FAIL,623,623,16
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.ServiceBasedNamingStoreTestCase.testListBindings,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.292,1.087,5.81,0,6.052,0,2.75,22.003,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.ServiceBasedNamingStoreTestCase.testLookupBinding,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.175,0.951,4.964,0,5.67,0,2.736,22.911,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.ServiceBasedNamingStoreTestCase.testLookupBindingUsingNestedContext,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.595,0.925,4.787,0,5.47,0,2.753,21.877,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.ServiceBasedNamingStoreTestCase.testStoredContext,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.346,0.949,4.794,0,5.289,0,2.449,21.67,FAIL,623,623,18
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.subsystem.NamingSubsystemTestCase.testCompositeBindingOps,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,3.045,1.48,17.591,0,6.183,0,3.667,30.62,FAIL,788,788,20
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.subsystem.NamingSubsystemTestCase.testOnlyExternalContextAllowsCache,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,3.242,1.323,18.6,0,6.32,0,3.24,28.46,FAIL,788,788,19
wildfly/wildfly,b19048b72669fc0e96665b1b125dc1fda21f5993,naming,org.jboss.as.naming.subsystem.NamingSubsystemTestCase.testSubsystem,org.jboss.as.naming.WritableServiceBasedNamingStoreTestCase.testPermissions,2.986,1.479,18.051,0,6.252,0,3.357,33.52,FAIL,788,788,22
winder/Universal-G-Code-Sender,4426f71c900ddd4a1eeb3957f3275cedc6312534,ugs-platform/ugs-platform-plugin-cloud-storage,com.willwinder.ugs.nbp.S3FileSystemViewTest.testGetFiles,com.willwinder.ugs.nbp.S3FileSystemViewTest.testUploadDownloadFile,44.121,2.18,9.784,0,10.613,0,18.063,32.278,FAIL,1125,1125,13
winder/Universal-G-Code-Sender,4426f71c900ddd4a1eeb3957f3275cedc6312534,ugs-core,com.willwinder.universalgcodesender.GrblControllerTest.rawResponseHandlerOnErrorWithNoSentCommandsShouldSendMessageToConsole,com.willwinder.universalgcodesender.i18n.LocalizationTest.loadLocalizationThatDoesExistShouldLoad,192.153,0.632,2.896,0,24.432,0,1.067,410.497,com.willwinder.universalgcodesender.i18n.Localization.bundle,2721,2721,27
winder/Universal-G-Code-Sender,4426f71c900ddd4a1eeb3957f3275cedc6312534,ugs-core,com.willwinder.universalgcodesender.GrblControllerTest.rawResponseHandlerWithKnownErrorShouldWriteMessageToConsole,com.willwinder.universalgcodesender.i18n.LocalizationTest.loadLocalizationThatDoesExistShouldLoad,190.741,0.618,3.01,0,24.218,0,1.002,465.125,com.willwinder.universalgcodesender.i18n.Localization.bundle,2718,2718,31
winder/Universal-G-Code-Sender,4426f71c900ddd4a1eeb3957f3275cedc6312534,ugs-core,com.willwinder.universalgcodesender.GrblControllerTest.rawResponseHandlerWithUnknownErrorShouldWriteGenericMessageToConsole,com.willwinder.universalgcodesender.i18n.LocalizationTest.loadLocalizationThatDoesExistShouldLoad,190.937,0.616,2.855,0,24.054,0,0.962,465.742,com.willwinder.universalgcodesender.i18n.Localization.bundle,2721,2721,31
winder/Universal-G-Code-Sender,4426f71c900ddd4a1eeb3957f3275cedc6312534,ugs-core,com.willwinder.universalgcodesender.GrblControllerTest.testGetGrblVersion,com.willwinder.universalgcodesender.i18n.LocalizationTest.loadLocalizationThatDoesExistShouldLoad,251.319,0.438,1.366,0,24.227,0,0.892,346.042,com.willwinder.universalgcodesender.i18n.Localization.bundle,2721,2721,23
winder/Universal-G-Code-Sender,4426f71c900ddd4a1eeb3957f3275cedc6312534,ugs-core,com.willwinder.universalgcodesender.GrblControllerTest.testIsReadyToStreamFile,com.willwinder.universalgcodesender.i18n.LocalizationTest.loadLocalizationThatDoesExistShouldLoad,251.859,0.45,1.282,0,24.168,0,0.852,345.223,com.willwinder.universalgcodesender.i18n.Localization.bundle,2721,2721,23
yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,io.jboot.test.cache.caffeine.CaffeineTester.testDue,io.jboot.test.cache.j2cache.J2CacheTester.testGet,18.937,31.76,19.917,0,5.584,0,17.568,61.643,io.jboot.components.cache.JbootCacheManager.me,870,870,18
yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,io.jboot.test.cache.caffeine.CaffeineTester.testGet,io.jboot.test.cache.j2cache.J2CacheTester.testGet,3.641,1.675,4.816,0,5.263,0,2.618,45.36,io.jboot.components.cache.JbootCacheManager.me,870,870,18
yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,io.jboot.test.cache.caffeine.CaffeineTester.testPut,io.jboot.test.cache.j2cache.J2CacheTester.testGet,3.669,1.669,4.818,0,5.864,0,2.65,45.858,io.jboot.components.cache.JbootCacheManager.me,870,870,18
yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,io.jboot.test.cache.caffeine.CaffeineTester.testTtl,io.jboot.test.cache.j2cache.J2CacheTester.testGet,13.988,21.518,14.64,0,5.47,0,12.601,55.662,io.jboot.components.cache.JbootCacheManager.me,870,870,18
yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,io.jboot.test.cache.ehcache.EhCacheTester.testGet,io.jboot.test.cache.j2cache.J2CacheTester.testGet,4.093,1.709,7.01,0,5.951,0,2.461,34.149,FAIL,869,869,16
yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,io.jboot.test.cache.ehcache.EhCacheTester.testPut,io.jboot.test.cache.j2cache.J2CacheTester.testGet,3.813,1.842,7.191,0,5.514,0,2.681,34.113,FAIL,869,869,16
